,score,species,raw_position,strand,align_position,motif
0,-2.3073372840881348,VT64518|0|MEMB002A|+|322,0,positive,53,bcd_FlyReg.fm
1,-7.555264949798584,VT64518|0|MEMB002A|+|322,0,negative,53,bcd_FlyReg.fm
2,-3.155334234237671,VT64518|0|MEMB002A|+|322,1,positive,54,bcd_FlyReg.fm
3,-6.555264949798584,VT64518|0|MEMB002A|+|322,1,negative,54,bcd_FlyReg.fm
4,-2.1938083171844482,VT64518|0|MEMB002A|+|322,2,positive,55,bcd_FlyReg.fm
5,-4.201627731323242,VT64518|0|MEMB002A|+|322,2,negative,55,bcd_FlyReg.fm
6,-5.201627731323242,VT64518|0|MEMB002A|+|322,3,positive,56,bcd_FlyReg.fm
7,-2.1938083171844482,VT64518|0|MEMB002A|+|322,3,negative,56,bcd_FlyReg.fm
8,1.007825493812561,VT64518|0|MEMB002A|+|322,4,positive,57,bcd_FlyReg.fm
9,3.2557530403137207,VT64518|0|MEMB002A|+|322,4,negative,57,bcd_FlyReg.fm
10,-8.555264472961426,VT64518|0|MEMB002A|+|322,5,positive,58,bcd_FlyReg.fm
11,-5.403261661529541,VT64518|0|MEMB002A|+|322,5,negative,58,bcd_FlyReg.fm
12,-3.1402273178100586,VT64518|0|MEMB002A|+|322,6,positive,59,bcd_FlyReg.fm
13,-0.05940979719161987,VT64518|0|MEMB002A|+|322,6,negative,59,bcd_FlyReg.fm
14,-4.307337284088135,VT64518|0|MEMB002A|+|322,7,positive,60,bcd_FlyReg.fm
15,-2.1402273178100586,VT64518|0|MEMB002A|+|322,7,negative,60,bcd_FlyReg.fm
16,-4.140227317810059,VT64518|0|MEMB002A|+|322,8,positive,61,bcd_FlyReg.fm
17,-4.155333995819092,VT64518|0|MEMB002A|+|322,8,negative,61,bcd_FlyReg.fm
18,-0.9537003636360168,VT64518|0|MEMB002A|+|322,9,positive,62,bcd_FlyReg.fm
19,0.902116060256958,VT64518|0|MEMB002A|+|322,9,negative,62,bcd_FlyReg.fm
20,-7.403261661529541,VT64518|0|MEMB002A|+|322,10,positive,63,bcd_FlyReg.fm
21,-5.555264949798584,VT64518|0|MEMB002A|+|322,10,negative,63,bcd_FlyReg.fm
22,-5.140227317810059,VT64518|0|MEMB002A|+|322,11,positive,64,bcd_FlyReg.fm
23,-2.155334234237671,VT64518|0|MEMB002A|+|322,11,negative,64,bcd_FlyReg.fm
24,0.007825496606528759,VT64518|0|MEMB002A|+|322,12,positive,65,bcd_FlyReg.fm
25,3.2557530403137207,VT64518|0|MEMB002A|+|322,12,negative,65,bcd_FlyReg.fm
26,-1.953700304031372,VT64518|0|MEMB002A|+|322,13,positive,66,bcd_FlyReg.fm
27,1.0692260265350342,VT64518|0|MEMB002A|+|322,13,negative,66,bcd_FlyReg.fm
28,1.107700228691101,VT64518|0|MEMB002A|+|322,14,positive,67,bcd_FlyReg.fm
29,-1.892299771308899,VT64518|0|MEMB002A|+|322,14,negative,67,bcd_FlyReg.fm
30,0.9405902028083801,VT64518|0|MEMB002A|+|322,15,positive,68,bcd_FlyReg.fm
31,-5.140227317810059,VT64518|0|MEMB002A|+|322,15,negative,68,bcd_FlyReg.fm
32,1.0925933122634888,VT64518|0|MEMB002A|+|322,16,positive,72,bcd_FlyReg.fm
33,-6.140227317810059,VT64518|0|MEMB002A|+|322,16,negative,72,bcd_FlyReg.fm
34,1.0925933122634888,VT64518|0|MEMB002A|+|322,17,positive,73,bcd_FlyReg.fm
35,-6.140227317810059,VT64518|0|MEMB002A|+|322,17,negative,73,bcd_FlyReg.fm
36,1.0925933122634888,VT64518|0|MEMB002A|+|322,18,positive,74,bcd_FlyReg.fm
37,-6.140227317810059,VT64518|0|MEMB002A|+|322,18,negative,74,bcd_FlyReg.fm
38,1.0925933122634888,VT64518|0|MEMB002A|+|322,19,positive,75,bcd_FlyReg.fm
39,-6.140227317810059,VT64518|0|MEMB002A|+|322,19,negative,75,bcd_FlyReg.fm
40,-2.155334234237671,VT64518|0|MEMB002A|+|322,20,positive,76,bcd_FlyReg.fm
41,-8.555264472961426,VT64518|0|MEMB002A|+|322,20,negative,76,bcd_FlyReg.fm
42,0.09259329736232758,VT64518|0|MEMB002A|+|322,21,positive,77,bcd_FlyReg.fm
43,-4.140227317810059,VT64518|0|MEMB002A|+|322,21,negative,77,bcd_FlyReg.fm
44,-5.403261661529541,VT64518|0|MEMB002A|+|322,22,positive,78,bcd_FlyReg.fm
45,-8.555264472961426,VT64518|0|MEMB002A|+|322,22,negative,78,bcd_FlyReg.fm
46,-1.953700304031372,VT64518|0|MEMB002A|+|322,23,positive,79,bcd_FlyReg.fm
47,-1.1938083171844482,VT64518|0|MEMB002A|+|322,23,negative,79,bcd_FlyReg.fm
48,-6.403261661529541,VT64518|0|MEMB002A|+|322,24,positive,80,bcd_FlyReg.fm
49,-4.307337284088135,VT64518|0|MEMB002A|+|322,24,negative,80,bcd_FlyReg.fm
50,-5.201627731323242,VT64518|0|MEMB002A|+|322,25,positive,81,bcd_FlyReg.fm
51,-0.3458114564418793,VT64518|0|MEMB002A|+|322,25,negative,81,bcd_FlyReg.fm
52,-0.8922998309135437,VT64518|0|MEMB002A|+|322,26,positive,82,bcd_FlyReg.fm
