,score,species,raw_position,strand,align_position,motif
12918,-0.8922998309135437,VT64826|0|MEMB002A|+|644,0,positive,9,bcd_FlyReg.fm
12919,-4.155333995819092,VT64826|0|MEMB002A|+|644,0,negative,9,bcd_FlyReg.fm
12920,-4.155333995819092,VT64826|0|MEMB002A|+|644,1,positive,10,bcd_FlyReg.fm
12921,-4.155333995819092,VT64826|0|MEMB002A|+|644,1,negative,10,bcd_FlyReg.fm
12922,-7.403261661529541,VT64826|0|MEMB002A|+|644,2,positive,11,bcd_FlyReg.fm
12923,-3.3073372840881348,VT64826|0|MEMB002A|+|644,2,negative,11,bcd_FlyReg.fm
12924,-6.140227317810059,VT64826|0|MEMB002A|+|644,3,positive,12,bcd_FlyReg.fm
12925,-1.155334234237671,VT64826|0|MEMB002A|+|644,3,negative,12,bcd_FlyReg.fm
12926,-4.140227317810059,VT64826|0|MEMB002A|+|644,4,positive,13,bcd_FlyReg.fm
12927,-0.05940979719161987,VT64826|0|MEMB002A|+|644,4,negative,13,bcd_FlyReg.fm
12928,-5.201627731323242,VT64826|0|MEMB002A|+|644,5,positive,14,bcd_FlyReg.fm
12929,-0.3458114564418793,VT64826|0|MEMB002A|+|644,5,negative,14,bcd_FlyReg.fm
12930,-0.8922998309135437,VT64826|0|MEMB002A|+|644,6,positive,15,bcd_FlyReg.fm
12931,0.10770019143819809,VT64826|0|MEMB002A|+|644,6,negative,15,bcd_FlyReg.fm
12932,0.04629964381456375,VT64826|0|MEMB002A|+|644,7,positive,16,bcd_FlyReg.fm
12933,-0.9307739734649658,VT64826|0|MEMB002A|+|644,7,negative,16,bcd_FlyReg.fm
12934,-0.9537003636360168,VT64826|0|MEMB002A|+|644,8,positive,17,bcd_FlyReg.fm
12935,-3.1938083171844482,VT64826|0|MEMB002A|+|644,8,negative,17,bcd_FlyReg.fm
12936,-4.155333995819092,VT64826|0|MEMB002A|+|644,9,positive,18,bcd_FlyReg.fm
12937,-4.155333995819092,VT64826|0|MEMB002A|+|644,9,negative,18,bcd_FlyReg.fm
12938,-7.403261661529541,VT64826|0|MEMB002A|+|644,10,positive,19,bcd_FlyReg.fm
