,score,species,raw_position,strand,align_position,motif
0,-3.457470178604126,VT64518|0|MEMB002A|+|322,0,positive,53,eve_new6.fm
1,-0.8725075721740723,VT64518|0|MEMB002A|+|322,0,negative,53,eve_new6.fm
2,-6.981031894683838,VT64518|0|MEMB002A|+|322,1,positive,54,eve_new6.fm
3,1.8644579648971558,VT64518|0|MEMB002A|+|322,1,negative,54,eve_new6.fm
4,-6.981031894683838,VT64518|0|MEMB002A|+|322,2,positive,55,eve_new6.fm
5,0.8644579648971558,VT64518|0|MEMB002A|+|322,2,negative,55,eve_new6.fm
6,0.8644579648971558,VT64518|0|MEMB002A|+|322,3,positive,56,eve_new6.fm
7,-6.981031894683838,VT64518|0|MEMB002A|+|322,3,negative,56,eve_new6.fm
8,-2.457470178604126,VT64518|0|MEMB002A|+|322,4,positive,57,eve_new6.fm
9,-3.457470178604126,VT64518|0|MEMB002A|+|322,4,negative,57,eve_new6.fm
10,2.44942045211792,VT64518|0|MEMB002A|+|322,5,positive,58,eve_new6.fm
11,-6.981031894683838,VT64518|0|MEMB002A|+|322,5,negative,58,eve_new6.fm
12,-6.981031894683838,VT64518|0|MEMB002A|+|322,6,positive,59,eve_new6.fm
13,1.0019614696502686,VT64518|0|MEMB002A|+|322,6,negative,59,eve_new6.fm
14,2.5869240760803223,VT64518|0|MEMB002A|+|322,7,positive,60,eve_new6.fm
15,-7.981031894683838,VT64518|0|MEMB002A|+|322,7,negative,60,eve_new6.fm
16,-3.6591038703918457,VT64518|0|MEMB002A|+|322,8,positive,61,eve_new6.fm
17,-0.9366379380226135,VT64518|0|MEMB002A|+|322,8,negative,61,eve_new6.fm
18,-2.457470178604126,VT64518|0|MEMB002A|+|322,9,positive,62,eve_new6.fm
19,-2.457470178604126,VT64518|0|MEMB002A|+|322,9,negative,62,eve_new6.fm
20,-5.396069526672363,VT64518|0|MEMB002A|+|322,10,positive,63,eve_new6.fm
21,0.8644579648971558,VT64518|0|MEMB002A|+|322,10,negative,63,eve_new6.fm
22,-3.6591038703918457,VT64518|0|MEMB002A|+|322,11,positive,64,eve_new6.fm
23,-2.5216004848480225,VT64518|0|MEMB002A|+|322,11,negative,64,eve_new6.fm
24,-2.457470178604126,VT64518|0|MEMB002A|+|322,12,positive,65,eve_new6.fm
25,-3.457470178604126,VT64518|0|MEMB002A|+|322,12,negative,65,eve_new6.fm
26,2.5869240760803223,VT64518|0|MEMB002A|+|322,13,positive,66,eve_new6.fm
27,-7.981031894683838,VT64518|0|MEMB002A|+|322,13,negative,66,eve_new6.fm
28,-3.5216004848480225,VT64518|0|MEMB002A|+|322,14,positive,67,eve_new6.fm
29,-1.9366379976272583,VT64518|0|MEMB002A|+|322,14,negative,67,eve_new6.fm
30,1.0019614696502686,VT64518|0|MEMB002A|+|322,15,positive,68,eve_new6.fm
31,-5.396069526672363,VT64518|0|MEMB002A|+|322,15,negative,68,eve_new6.fm
32,-2.5216004848480225,VT64518|0|MEMB002A|+|322,16,positive,72,eve_new6.fm
33,-1.074141502380371,VT64518|0|MEMB002A|+|322,16,negative,72,eve_new6.fm
34,-2.5216004848480225,VT64518|0|MEMB002A|+|322,17,positive,73,eve_new6.fm
35,-1.074141502380371,VT64518|0|MEMB002A|+|322,17,negative,73,eve_new6.fm
36,-2.5216004848480225,VT64518|0|MEMB002A|+|322,18,positive,74,eve_new6.fm
37,-1.074141502380371,VT64518|0|MEMB002A|+|322,18,negative,74,eve_new6.fm
38,-2.5216004848480225,VT64518|0|MEMB002A|+|322,19,positive,75,eve_new6.fm
39,-1.074141502380371,VT64518|0|MEMB002A|+|322,19,negative,75,eve_new6.fm
40,-6.981031894683838,VT64518|0|MEMB002A|+|322,20,positive,76,eve_new6.fm
41,3.44942045211792,VT64518|0|MEMB002A|+|322,20,negative,76,eve_new6.fm
42,-2.5216004848480225,VT64518|0|MEMB002A|+|322,21,positive,77,eve_new6.fm
43,-2.6591038703918457,VT64518|0|MEMB002A|+|322,21,negative,77,eve_new6.fm
44,-6.981031894683838,VT64518|0|MEMB002A|+|322,22,positive,78,eve_new6.fm
45,2.44942045211792,VT64518|0|MEMB002A|+|322,22,negative,78,eve_new6.fm
46,0.8644579648971558,VT64518|0|MEMB002A|+|322,23,positive,79,eve_new6.fm
47,-5.981031894683838,VT64518|0|MEMB002A|+|322,23,negative,79,eve_new6.fm
48,-5.981031894683838,VT64518|0|MEMB002A|+|322,24,positive,80,eve_new6.fm
49,0.8644579648971558,VT64518|0|MEMB002A|+|322,24,negative,80,eve_new6.fm
50,-1.8725075721740723,VT64518|0|MEMB002A|+|322,25,positive,81,eve_new6.fm
51,-3.457470178604126,VT64518|0|MEMB002A|+|322,25,negative,81,eve_new6.fm
52,-3.5216004848480225,VT64518|0|MEMB002A|+|322,26,positive,82,eve_new6.fm
53,-3.5216004848480225,VT64518|0|MEMB002A|+|322,26,negative,82,eve_new6.fm
54,1.0019614696502686,VT64518|0|MEMB002A|+|322,27,positive,83,eve_new6.fm
55,-6.396069526672363,VT64518|0|MEMB002A|+|322,27,negative,83,eve_new6.fm
56,1.0019614696502686,VT64518|0|MEMB002A|+|322,28,positive,84,eve_new6.fm
57,-5.396069526672363,VT64518|0|MEMB002A|+|322,28,negative,84,eve_new6.fm
58,-6.981031894683838,VT64518|0|MEMB002A|+|322,29,positive,85,eve_new6.fm
59,3.44942045211792,VT64518|0|MEMB002A|+|322,29,negative,85,eve_new6.fm
60,-2.6591038703918457,VT64518|0|MEMB002A|+|322,30,positive,86,eve_new6.fm
61,-1.6591039896011353,VT64518|0|MEMB002A|+|322,30,negative,86,eve_new6.fm
62,-1.6591039896011353,VT64518|0|MEMB002A|+|322,31,positive,87,eve_new6.fm
63,-2.6591038703918457,VT64518|0|MEMB002A|+|322,31,negative,87,eve_new6.fm
64,-0.8725075721740723,VT64518|0|MEMB002A|+|322,32,positive,88,eve_new6.fm
65,-3.457470178604126,VT64518|0|MEMB002A|+|322,32,negative,88,eve_new6.fm
66,-6.396069526672363,VT64518|0|MEMB002A|+|322,33,positive,89,eve_new6.fm
67,1.0019614696502686,VT64518|0|MEMB002A|+|322,33,negative,89,eve_new6.fm
68,-7.981031894683838,VT64518|0|MEMB002A|+|322,34,positive,90,eve_new6.fm
69,1.0019614696502686,VT64518|0|MEMB002A|+|322,34,negative,90,eve_new6.fm
70,-3.457470178604126,VT64518|0|MEMB002A|+|322,35,positive,91,eve_new6.fm
71,-3.457470178604126,VT64518|0|MEMB002A|+|322,35,negative,91,eve_new6.fm
72,0.8644579648971558,VT64518|0|MEMB002A|+|322,36,positive,92,eve_new6.fm
73,-6.981031894683838,VT64518|0|MEMB002A|+|322,36,negative,92,eve_new6.fm
74,1.8644579648971558,VT64518|0|MEMB002A|+|322,37,positive,93,eve_new6.fm
75,-6.981031894683838,VT64518|0|MEMB002A|+|322,37,negative,93,eve_new6.fm
76,3.5869240760803223,VT64518|0|MEMB002A|+|322,38,positive,94,eve_new6.fm
77,-7.981031894683838,VT64518|0|MEMB002A|+|322,38,negative,94,eve_new6.fm
