,score,species,raw_position,strand,align_position,motif
3386,-3.5216004848480225,VT65128|0|MEMB002A|-|542,0,positive,195,eve_new6.fm
3387,-0.9366379380226135,VT65128|0|MEMB002A|-|542,0,negative,195,eve_new6.fm
3388,-2.5216004848480225,VT65128|0|MEMB002A|-|542,1,positive,196,eve_new6.fm
3389,-1.074141502380371,VT65128|0|MEMB002A|-|542,1,negative,196,eve_new6.fm
3390,-2.5216004848480225,VT65128|0|MEMB002A|-|542,2,positive,197,eve_new6.fm
3391,-1.074141502380371,VT65128|0|MEMB002A|-|542,2,negative,197,eve_new6.fm
3392,-2.5216004848480225,VT65128|0|MEMB002A|-|542,3,positive,198,eve_new6.fm
3393,-1.074141502380371,VT65128|0|MEMB002A|-|542,3,negative,198,eve_new6.fm
3394,-2.5216004848480225,VT65128|0|MEMB002A|-|542,4,positive,199,eve_new6.fm
3395,-1.074141502380371,VT65128|0|MEMB002A|-|542,4,negative,199,eve_new6.fm
3396,-2.5216004848480225,VT65128|0|MEMB002A|-|542,5,positive,200,eve_new6.fm
3397,-1.074141502380371,VT65128|0|MEMB002A|-|542,5,negative,200,eve_new6.fm
3398,-2.5216004848480225,VT65128|0|MEMB002A|-|542,6,positive,201,eve_new6.fm
3399,-1.074141502380371,VT65128|0|MEMB002A|-|542,6,negative,201,eve_new6.fm
3400,-2.5216004848480225,VT65128|0|MEMB002A|-|542,7,positive,202,eve_new6.fm
3401,-1.074141502380371,VT65128|0|MEMB002A|-|542,7,negative,202,eve_new6.fm
3402,-2.5216004848480225,VT65128|0|MEMB002A|-|542,8,positive,203,eve_new6.fm
3403,-1.074141502380371,VT65128|0|MEMB002A|-|542,8,negative,203,eve_new6.fm
3404,-2.5216004848480225,VT65128|0|MEMB002A|-|542,9,positive,204,eve_new6.fm
3405,-1.074141502380371,VT65128|0|MEMB002A|-|542,9,negative,204,eve_new6.fm
3406,-2.5216004848480225,VT65128|0|MEMB002A|-|542,10,positive,205,eve_new6.fm
3407,-1.074141502380371,VT65128|0|MEMB002A|-|542,10,negative,205,eve_new6.fm
3408,-2.5216004848480225,VT65128|0|MEMB002A|-|542,11,positive,206,eve_new6.fm
3409,-1.074141502380371,VT65128|0|MEMB002A|-|542,11,negative,206,eve_new6.fm
3410,-6.981031894683838,VT65128|0|MEMB002A|-|542,12,positive,207,eve_new6.fm
3411,3.44942045211792,VT65128|0|MEMB002A|-|542,12,negative,207,eve_new6.fm
3412,-6.981031894683838,VT65128|0|MEMB002A|-|542,13,positive,208,eve_new6.fm
3413,1.8644579648971558,VT65128|0|MEMB002A|-|542,13,negative,208,eve_new6.fm
3414,-2.6591038703918457,VT65128|0|MEMB002A|-|542,14,positive,209,eve_new6.fm
3415,-2.6591038703918457,VT65128|0|MEMB002A|-|542,14,negative,209,eve_new6.fm
3416,1.8644579648971558,VT65128|0|MEMB002A|-|542,15,positive,210,eve_new6.fm
