,score,species,raw_position,strand,align_position,motif
23072,-2.457470178604126,VT63725|0|MEMB002A|-|618,0,positive,0,eve_new6.fm
23073,-3.457470178604126,VT63725|0|MEMB002A|-|618,0,negative,0,eve_new6.fm
23074,-1.8725075721740723,VT63725|0|MEMB002A|-|618,1,positive,1,eve_new6.fm
23075,-3.457470178604126,VT63725|0|MEMB002A|-|618,1,negative,1,eve_new6.fm
23076,-3.6591038703918457,VT63725|0|MEMB002A|-|618,2,positive,2,eve_new6.fm
23077,-2.5216004848480225,VT63725|0|MEMB002A|-|618,2,negative,2,eve_new6.fm
23078,-2.457470178604126,VT63725|0|MEMB002A|-|618,3,positive,3,eve_new6.fm
23079,-3.457470178604126,VT63725|0|MEMB002A|-|618,3,negative,3,eve_new6.fm
23080,-1.8725075721740723,VT63725|0|MEMB002A|-|618,4,positive,4,eve_new6.fm
23081,-3.457470178604126,VT63725|0|MEMB002A|-|618,4,negative,4,eve_new6.fm
23082,-3.6591038703918457,VT63725|0|MEMB002A|-|618,5,positive,5,eve_new6.fm
23083,-2.5216004848480225,VT63725|0|MEMB002A|-|618,5,negative,5,eve_new6.fm
23084,-2.457470178604126,VT63725|0|MEMB002A|-|618,6,positive,6,eve_new6.fm
23085,-3.457470178604126,VT63725|0|MEMB002A|-|618,6,negative,6,eve_new6.fm
23086,-1.8725075721740723,VT63725|0|MEMB002A|-|618,7,positive,7,eve_new6.fm
23087,-3.457470178604126,VT63725|0|MEMB002A|-|618,7,negative,7,eve_new6.fm
23088,-3.6591038703918457,VT63725|0|MEMB002A|-|618,8,positive,8,eve_new6.fm
23089,-2.5216004848480225,VT63725|0|MEMB002A|-|618,8,negative,8,eve_new6.fm
23090,-2.457470178604126,VT63725|0|MEMB002A|-|618,9,positive,9,eve_new6.fm
23091,-3.457470178604126,VT63725|0|MEMB002A|-|618,9,negative,9,eve_new6.fm
23092,2.5869240760803223,VT63725|0|MEMB002A|-|618,10,positive,10,eve_new6.fm
23093,-7.981031894683838,VT63725|0|MEMB002A|-|618,10,negative,10,eve_new6.fm
23094,-7.981031894683838,VT63725|0|MEMB002A|-|618,11,positive,11,eve_new6.fm
23095,2.5869240760803223,VT63725|0|MEMB002A|-|618,11,negative,11,eve_new6.fm
23096,1.0019614696502686,VT63725|0|MEMB002A|-|618,12,positive,12,eve_new6.fm
23097,-6.981031894683838,VT63725|0|MEMB002A|-|618,12,negative,12,eve_new6.fm
23098,-2.6591038703918457,VT63725|0|MEMB002A|-|618,13,positive,13,eve_new6.fm
23099,-1.074141502380371,VT63725|0|MEMB002A|-|618,13,negative,13,eve_new6.fm
23100,1.8644579648971558,VT63725|0|MEMB002A|-|618,14,positive,14,eve_new6.fm
23101,-5.981031894683838,VT63725|0|MEMB002A|-|618,14,negative,14,eve_new6.fm
23102,-4.396069526672363,VT63725|0|MEMB002A|-|618,15,positive,15,eve_new6.fm
23103,0.8644579648971558,VT63725|0|MEMB002A|-|618,15,negative,15,eve_new6.fm
23104,-6.396069526672363,VT63725|0|MEMB002A|-|618,16,positive,16,eve_new6.fm
23105,1.0019614696502686,VT63725|0|MEMB002A|-|618,16,negative,16,eve_new6.fm
23106,-3.5216004848480225,VT63725|0|MEMB002A|-|618,17,positive,17,eve_new6.fm
