,score,species,raw_position,strand,align_position,motif
12918,2.593876838684082,VT64826|0|MEMB002A|+|644,0,positive,9,cad_FlyReg.fm
12919,-4.106563091278076,VT64826|0|MEMB002A|+|644,0,negative,9,cad_FlyReg.fm
12920,-0.40612322092056274,VT64826|0|MEMB002A|+|644,1,positive,10,cad_FlyReg.fm
12921,-0.40612322092056274,VT64826|0|MEMB002A|+|644,1,negative,10,cad_FlyReg.fm
12922,-2.8841705322265625,VT64826|0|MEMB002A|+|644,2,positive,11,cad_FlyReg.fm
12923,3.1788392066955566,VT64826|0|MEMB002A|+|644,2,negative,11,cad_FlyReg.fm
12924,-1.9910857677459717,VT64826|0|MEMB002A|+|644,3,positive,12,cad_FlyReg.fm
12925,-2.106562852859497,VT64826|0|MEMB002A|+|644,3,negative,12,cad_FlyReg.fm
12926,-1.8841705322265625,VT64826|0|MEMB002A|+|644,4,positive,13,cad_FlyReg.fm
12927,2.0633621215820312,VT64826|0|MEMB002A|+|644,4,negative,13,cad_FlyReg.fm
12928,-2.8841705322265625,VT64826|0|MEMB002A|+|644,5,positive,14,cad_FlyReg.fm
12929,0.06336206197738647,VT64826|0|MEMB002A|+|644,5,negative,14,cad_FlyReg.fm
12930,-3.106562852859497,VT64826|0|MEMB002A|+|644,6,positive,15,cad_FlyReg.fm
12931,-1.1065629720687866,VT64826|0|MEMB002A|+|644,6,negative,15,cad_FlyReg.fm
12932,-2.106562852859497,VT64826|0|MEMB002A|+|644,7,positive,16,cad_FlyReg.fm
12933,-0.5216004252433777,VT64826|0|MEMB002A|+|644,7,negative,16,cad_FlyReg.fm
12934,1.5938767194747925,VT64826|0|MEMB002A|+|644,8,positive,17,cad_FlyReg.fm
12935,-3.5216004848480225,VT64826|0|MEMB002A|+|644,8,negative,17,cad_FlyReg.fm
12936,-0.40612322092056274,VT64826|0|MEMB002A|+|644,9,positive,18,cad_FlyReg.fm
12937,-0.40612322092056274,VT64826|0|MEMB002A|+|644,9,negative,18,cad_FlyReg.fm
12938,-2.8841705322265625,VT64826|0|MEMB002A|+|644,10,positive,19,cad_FlyReg.fm
12939,3.1788392066955566,VT64826|0|MEMB002A|+|644,10,negative,19,cad_FlyReg.fm
12940,-1.9910857677459717,VT64826|0|MEMB002A|+|644,11,positive,20,cad_FlyReg.fm
12941,-2.106562852859497,VT64826|0|MEMB002A|+|644,11,negative,20,cad_FlyReg.fm
12942,-1.8841705322265625,VT64826|0|MEMB002A|+|644,12,positive,21,cad_FlyReg.fm
12943,2.0633621215820312,VT64826|0|MEMB002A|+|644,12,negative,21,cad_FlyReg.fm
12944,-2.8841705322265625,VT64826|0|MEMB002A|+|644,13,positive,22,cad_FlyReg.fm
12945,0.06336206197738647,VT64826|0|MEMB002A|+|644,13,negative,22,cad_FlyReg.fm
12946,-1.9910857677459717,VT64826|0|MEMB002A|+|644,14,positive,23,cad_FlyReg.fm
12947,-2.106562852859497,VT64826|0|MEMB002A|+|644,14,negative,23,cad_FlyReg.fm
