,score,species,raw_position,strand,align_position,motif
16980,-1.8841705322265625,VT63724|0|MEMB002A|-|349,0,positive,2,cad_FlyReg.fm
16981,2.0633621215820312,VT63724|0|MEMB002A|-|349,0,negative,2,cad_FlyReg.fm
16982,-2.5216004848480225,VT63724|0|MEMB002A|-|349,1,positive,3,cad_FlyReg.fm
16983,-2.106562852859497,VT63724|0|MEMB002A|-|349,1,negative,3,cad_FlyReg.fm
16984,-0.5216004252433777,VT63724|0|MEMB002A|-|349,2,positive,4,cad_FlyReg.fm
16985,-2.106562852859497,VT63724|0|MEMB002A|-|349,2,negative,4,cad_FlyReg.fm
16986,-0.9910857081413269,VT63724|0|MEMB002A|-|349,3,positive,5,cad_FlyReg.fm
16987,-3.5216004848480225,VT63724|0|MEMB002A|-|349,3,negative,5,cad_FlyReg.fm
16988,-1.9366379976272583,VT63724|0|MEMB002A|-|349,4,positive,6,cad_FlyReg.fm
16989,-0.29920801520347595,VT63724|0|MEMB002A|-|349,4,negative,6,cad_FlyReg.fm
16990,0.5938767790794373,VT63724|0|MEMB002A|-|349,5,positive,7,cad_FlyReg.fm
16991,-0.8841705322265625,VT63724|0|MEMB002A|-|349,5,negative,7,cad_FlyReg.fm
16992,-3.106562852859497,VT63724|0|MEMB002A|-|349,6,positive,8,cad_FlyReg.fm
16993,-0.5216004252433777,VT63724|0|MEMB002A|-|349,6,negative,8,cad_FlyReg.fm
16994,-0.5216004252433777,VT63724|0|MEMB002A|-|349,7,positive,9,cad_FlyReg.fm
16995,0.1158294826745987,VT63724|0|MEMB002A|-|349,7,negative,9,cad_FlyReg.fm
16996,2.593876838684082,VT63724|0|MEMB002A|-|349,8,positive,11,cad_FlyReg.fm
16997,-4.106563091278076,VT63724|0|MEMB002A|-|349,8,negative,11,cad_FlyReg.fm
16998,-0.29920801520347595,VT63724|0|MEMB002A|-|349,9,positive,12,cad_FlyReg.fm
16999,1.1788393259048462,VT63724|0|MEMB002A|-|349,9,negative,12,cad_FlyReg.fm
17000,-4.106563091278076,VT63724|0|MEMB002A|-|349,10,positive,13,cad_FlyReg.fm
17001,0.008914276957511902,VT63724|0|MEMB002A|-|349,10,negative,13,cad_FlyReg.fm
17002,-1.1065629720687866,VT63724|0|MEMB002A|-|349,11,positive,14,cad_FlyReg.fm
17003,-1.1065629720687866,VT63724|0|MEMB002A|-|349,11,negative,14,cad_FlyReg.fm
17004,0.4783995747566223,VT63724|0|MEMB002A|-|349,12,positive,15,cad_FlyReg.fm
17005,-2.5216004848480225,VT63724|0|MEMB002A|-|349,12,negative,15,cad_FlyReg.fm
17006,1.5938767194747925,VT63724|0|MEMB002A|-|349,13,positive,16,cad_FlyReg.fm
17007,-2.9910857677459717,VT63724|0|MEMB002A|-|349,13,negative,16,cad_FlyReg.fm
