,score,species,raw_position,strand,align_position,motif
13486,-0.9910857081413269,VT63975|0|MEMB002A|-|1327,0,positive,21,cad_FlyReg.fm
13487,-3.5216004848480225,VT63975|0|MEMB002A|-|1327,0,negative,21,cad_FlyReg.fm
13488,0.6483245491981506,VT63975|0|MEMB002A|-|1327,1,positive,22,cad_FlyReg.fm
13489,-0.29920801520347595,VT63975|0|MEMB002A|-|1327,1,negative,22,cad_FlyReg.fm
13490,-0.9910857081413269,VT63975|0|MEMB002A|-|1327,2,positive,23,cad_FlyReg.fm
13491,-0.9910857081413269,VT63975|0|MEMB002A|-|1327,2,negative,23,cad_FlyReg.fm
13492,-1.8841705322265625,VT63975|0|MEMB002A|-|1327,3,positive,24,cad_FlyReg.fm
13493,0.06336206197738647,VT63975|0|MEMB002A|-|1327,3,negative,24,cad_FlyReg.fm
13494,-1.4061232805252075,VT63975|0|MEMB002A|-|1327,4,positive,25,cad_FlyReg.fm
13495,-0.8841705322265625,VT63975|0|MEMB002A|-|1327,4,negative,25,cad_FlyReg.fm
13496,-1.8841705322265625,VT63975|0|MEMB002A|-|1327,5,positive,26,cad_FlyReg.fm
13497,2.0633621215820312,VT63975|0|MEMB002A|-|1327,5,negative,26,cad_FlyReg.fm
13498,-2.9910857677459717,VT63975|0|MEMB002A|-|1327,6,positive,27,cad_FlyReg.fm
13499,-1.5216004848480225,VT63975|0|MEMB002A|-|1327,6,negative,27,cad_FlyReg.fm
13500,-3.106562852859497,VT63975|0|MEMB002A|-|1327,7,positive,28,cad_FlyReg.fm
13501,1.4783995151519775,VT63975|0|MEMB002A|-|1327,7,negative,28,cad_FlyReg.fm
13502,-0.9910857081413269,VT63975|0|MEMB002A|-|1327,8,positive,29,cad_FlyReg.fm
13503,-1.5216004848480225,VT63975|0|MEMB002A|-|1327,8,negative,29,cad_FlyReg.fm
13504,0.06336206197738647,VT63975|0|MEMB002A|-|1327,9,positive,30,cad_FlyReg.fm
13505,-1.5216004848480225,VT63975|0|MEMB002A|-|1327,9,negative,30,cad_FlyReg.fm
13506,-0.9910857081413269,VT63975|0|MEMB002A|-|1327,10,positive,31,cad_FlyReg.fm
13507,-0.9910857081413269,VT63975|0|MEMB002A|-|1327,10,negative,31,cad_FlyReg.fm
13508,-1.8841705322265625,VT63975|0|MEMB002A|-|1327,11,positive,32,cad_FlyReg.fm
13509,0.06336206197738647,VT63975|0|MEMB002A|-|1327,11,negative,32,cad_FlyReg.fm
13510,-1.4061232805252075,VT63975|0|MEMB002A|-|1327,12,positive,33,cad_FlyReg.fm
13511,-0.8841705322265625,VT63975|0|MEMB002A|-|1327,12,negative,33,cad_FlyReg.fm
13512,-1.9910857677459717,VT63975|0|MEMB002A|-|1327,13,positive,34,cad_FlyReg.fm
13513,0.4783995747566223,VT63975|0|MEMB002A|-|1327,13,negative,34,cad_FlyReg.fm
13514,-4.106563091278076,VT63975|0|MEMB002A|-|1327,14,positive,35,cad_FlyReg.fm
13515,2.0633621215820312,VT63975|0|MEMB002A|-|1327,14,negative,35,cad_FlyReg.fm
13516,0.1158294826745987,VT63975|0|MEMB002A|-|1327,15,positive,36,cad_FlyReg.fm
13517,-0.5216004252433777,VT63975|0|MEMB002A|-|1327,15,negative,36,cad_FlyReg.fm
13518,-0.5216004252433777,VT63975|0|MEMB002A|-|1327,16,positive,37,cad_FlyReg.fm
13519,-3.106562852859497,VT63975|0|MEMB002A|-|1327,16,negative,37,cad_FlyReg.fm
13520,-0.9910857081413269,VT63975|0|MEMB002A|-|1327,17,positive,38,cad_FlyReg.fm
13521,-0.9910857081413269,VT63975|0|MEMB002A|-|1327,17,negative,38,cad_FlyReg.fm
13522,-0.29920801520347595,VT63975|0|MEMB002A|-|1327,18,positive,39,cad_FlyReg.fm
13523,0.6483245491981506,VT63975|0|MEMB002A|-|1327,18,negative,39,cad_FlyReg.fm
13524,-3.5216004848480225,VT63975|0|MEMB002A|-|1327,19,positive,40,cad_FlyReg.fm
13525,-0.9910857081413269,VT63975|0|MEMB002A|-|1327,19,negative,40,cad_FlyReg.fm
13526,0.1158294826745987,VT63975|0|MEMB002A|-|1327,20,positive,41,cad_FlyReg.fm
13527,-0.5216004252433777,VT63975|0|MEMB002A|-|1327,20,negative,41,cad_FlyReg.fm
13528,-4.106563091278076,VT63975|0|MEMB002A|-|1327,21,positive,42,cad_FlyReg.fm
13529,-2.5216004848480225,VT63975|0|MEMB002A|-|1327,21,negative,42,cad_FlyReg.fm
